Rooms,Price,Postcode,Car,BuildingArea,YearBuilt,zipcode,airbnb_record_count,airbnb_daily_price_mean,airbnb_weekly_price_mean,airbnb_monthly_price_mean,airbnb_daily_price_median,airbnb_weekly_price_median,airbnb_monthly_price_median
2,890000.0,3067.0,1.0,73.0,1985.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
2,890000.0,3067.0,1.0,73.0,1985.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
4,1330000.0,3067.0,2.0,135.0,1900.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
4,1330000.0,3067.0,2.0,135.0,1900.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
3,900000.0,3067.0,2.0,,2010.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
3,900000.0,3067.0,2.0,,2010.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
3,1090000.0,3067.0,2.0,27.0,,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
3,1090000.0,3067.0,2.0,27.0,,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
2,500000.0,3067.0,1.0,60.0,1970.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
2,500000.0,3067.0,1.0,60.0,1970.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
2,1100000.0,3067.0,1.0,135.0,2013.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
2,1100000.0,3067.0,1.0,135.0,2013.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
2,1315000.0,3067.0,0.0,85.0,1900.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
2,1315000.0,3067.0,0.0,85.0,1900.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
1,426000.0,3067.0,1.0,,,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
1,426000.0,3067.0,1.0,,,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
3,1447500.0,3067.0,1.0,174.0,2012.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
3,1447500.0,3067.0,1.0,174.0,2012.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
1,457000.0,3067.0,1.0,50.0,,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
1,457000.0,3067.0,1.0,50.0,,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
2,1135000.0,3067.0,2.0,128.0,1920.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
2,1135000.0,3067.0,2.0,128.0,1920.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
4,1542000.0,3067.0,1.0,,,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
4,1542000.0,3067.0,1.0,,,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
3,1290000.0,3067.0,2.0,18.0,,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
3,1290000.0,3067.0,2.0,18.0,,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
3,1290000.0,3067.0,1.0,124.0,1950.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
3,1290000.0,3067.0,1.0,124.0,1950.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
1,470000.0,3067.0,1.0,50.0,2013.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
1,470000.0,3067.0,1.0,50.0,2013.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
2,1180000.0,3067.0,0.0,91.0,1900.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
2,1180000.0,3067.0,0.0,91.0,1900.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
3,1195000.0,3067.0,1.0,128.0,1998.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
3,1195000.0,3067.0,1.0,128.0,1998.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
2,1012500.0,3067.0,0.0,82.0,1900.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
2,1012500.0,3067.0,0.0,82.0,1900.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
2,1030000.0,3067.0,1.0,81.0,1930.0,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
2,1030000.0,3067.0,1.0,81.0,1930.0,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
3,840000.0,3042.0,1.0,225.0,2016.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,840000.0,3042.0,1.0,225.0,2016.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,730000.0,3042.0,1.0,145.0,1965.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,730000.0,3042.0,1.0,145.0,1965.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,770000.0,3042.0,1.0,145.0,1965.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,770000.0,3042.0,1.0,145.0,1965.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
2,603000.0,3042.0,1.0,84.0,1950.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
2,603000.0,3042.0,1.0,84.0,1950.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,700000.0,3042.0,2.0,134.0,2009.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,700000.0,3042.0,2.0,134.0,2009.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,600000.0,3042.0,1.0,116.0,1980.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,600000.0,3042.0,1.0,116.0,1980.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
2,500000.0,3042.0,1.0,86.0,2011.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
2,500000.0,3042.0,1.0,86.0,2011.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,720000.0,3042.0,1.0,,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,720000.0,3042.0,1.0,,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
4,785000.0,3042.0,2.0,127.0,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
4,785000.0,3042.0,2.0,127.0,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
6,725000.0,3042.0,2.0,186.0,1980.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
6,725000.0,3042.0,2.0,186.0,1980.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
2,450000.0,3042.0,1.0,90.0,2015.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
2,450000.0,3042.0,1.0,90.0,2015.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
2,515000.0,3042.0,1.0,73.0,2013.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
2,515000.0,3042.0,1.0,73.0,2013.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
2,530000.0,3042.0,1.0,94.0,2012.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
2,530000.0,3042.0,1.0,94.0,2012.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,895000.0,3042.0,6.0,133.0,1975.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,895000.0,3042.0,6.0,133.0,1975.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,805000.0,3042.0,1.0,105.0,1950.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,805000.0,3042.0,1.0,105.0,1950.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,752000.0,3042.0,1.0,130.0,1993.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,752000.0,3042.0,1.0,130.0,1993.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
2,440000.0,3042.0,1.0,,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
2,440000.0,3042.0,1.0,,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
5,755000.0,3042.0,2.0,,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
5,755000.0,3042.0,2.0,,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,700000.0,3042.0,2.0,133.0,2009.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,700000.0,3042.0,2.0,133.0,2009.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,830000.0,3042.0,2.0,113.0,1960.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,830000.0,3042.0,2.0,113.0,1960.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
2,462500.0,3042.0,1.0,,2003.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
2,462500.0,3042.0,1.0,,2003.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,670000.0,3042.0,2.0,,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,670000.0,3042.0,2.0,,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
2,675000.0,3042.0,1.0,100.0,1975.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
2,675000.0,3042.0,1.0,100.0,1975.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,1042000.0,3042.0,5.0,174.0,1950.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,1042000.0,3042.0,5.0,174.0,1950.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,910000.0,3042.0,1.0,,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,910000.0,3042.0,1.0,,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
4,773000.0,3042.0,4.0,309.0,1980.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
4,773000.0,3042.0,4.0,309.0,1980.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,810000.0,3042.0,2.0,192.0,1980.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,810000.0,3042.0,2.0,192.0,1980.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,715000.0,3042.0,2.0,126.0,1995.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,715000.0,3042.0,2.0,126.0,1995.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,790000.0,3042.0,3.0,,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,790000.0,3042.0,3.0,,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,540000.0,3042.0,1.0,101.0,2010.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,540000.0,3042.0,1.0,101.0,2010.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,825000.0,3042.0,1.0,102.0,1960.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,825000.0,3042.0,1.0,102.0,1960.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,685000.0,3042.0,1.0,113.0,1975.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,685000.0,3042.0,1.0,113.0,1975.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,805000.0,3042.0,1.0,,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,805000.0,3042.0,1.0,,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
2,510000.0,3042.0,1.0,76.0,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
2,510000.0,3042.0,1.0,76.0,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,612000.0,3042.0,1.0,,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,612000.0,3042.0,1.0,,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,662000.0,3042.0,2.0,,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,662000.0,3042.0,2.0,,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
4,978000.0,3042.0,2.0,,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
4,978000.0,3042.0,2.0,,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
3,720000.0,3042.0,1.0,,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
3,720000.0,3042.0,1.0,,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
4,765000.0,3042.0,2.0,,,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
4,765000.0,3042.0,2.0,,,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
4,900000.0,3042.0,3.0,146.0,1975.0,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
4,900000.0,3042.0,3.0,146.0,1975.0,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
2,1275000.0,3206.0,0.0,82.0,1900.0,3206.0,50.0,223.42,,,152.5,,
2,1275000.0,3206.0,0.0,82.0,1900.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
2,1455000.0,3206.0,0.0,,,3206.0,50.0,223.42,,,152.5,,
2,1455000.0,3206.0,0.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,1850000.0,3206.0,0.0,133.0,1890.0,3206.0,50.0,223.42,,,152.5,,
3,1850000.0,3206.0,0.0,133.0,1890.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
2,1436000.0,3206.0,0.0,81.0,1900.0,3206.0,50.0,223.42,,,152.5,,
2,1436000.0,3206.0,0.0,81.0,1900.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
2,1110000.0,3206.0,0.0,,1900.0,3206.0,50.0,223.42,,,152.5,,
2,1110000.0,3206.0,0.0,,1900.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
2,1550000.0,3206.0,1.0,,,3206.0,50.0,223.42,,,152.5,,
2,1550000.0,3206.0,1.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
4,2300000.0,3206.0,1.0,180.0,1880.0,3206.0,50.0,223.42,,,152.5,,
4,2300000.0,3206.0,1.0,180.0,1880.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,1550000.0,3206.0,2.0,,,3206.0,50.0,223.42,,,152.5,,
3,1550000.0,3206.0,2.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,1800000.0,3206.0,1.0,159.0,1996.0,3206.0,50.0,223.42,,,152.5,,
3,1800000.0,3206.0,1.0,159.0,1996.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
2,2120000.0,3206.0,1.0,107.0,1900.0,3206.0,50.0,223.42,,,152.5,,
2,2120000.0,3206.0,1.0,107.0,1900.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,1800000.0,3206.0,1.0,,,3206.0,50.0,223.42,,,152.5,,
3,1800000.0,3206.0,1.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,1800000.0,3206.0,1.0,122.0,1900.0,3206.0,50.0,223.42,,,152.5,,
3,1800000.0,3206.0,1.0,122.0,1900.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
2,1810000.0,3206.0,0.0,,,3206.0,50.0,223.42,,,152.5,,
2,1810000.0,3206.0,0.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
5,2100000.0,3206.0,1.0,,,3206.0,50.0,223.42,,,152.5,,
5,2100000.0,3206.0,1.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,1300000.0,3206.0,0.0,,,3206.0,50.0,223.42,,,152.5,,
3,1300000.0,3206.0,0.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,1370000.0,3206.0,2.0,85.0,2000.0,3206.0,50.0,223.42,,,152.5,,
3,1370000.0,3206.0,2.0,85.0,2000.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
2,1000000.0,3206.0,0.0,,,3206.0,50.0,223.42,,,152.5,,
2,1000000.0,3206.0,0.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
2,1322500.0,3206.0,0.0,98.0,1890.0,3206.0,50.0,223.42,,,152.5,,
2,1322500.0,3206.0,0.0,98.0,1890.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
2,1562500.0,3206.0,0.0,83.0,1890.0,3206.0,50.0,223.42,,,152.5,,
2,1562500.0,3206.0,0.0,83.0,1890.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,2000000.0,3206.0,1.0,147.0,1900.0,3206.0,50.0,223.42,,,152.5,,
3,2000000.0,3206.0,1.0,147.0,1900.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,1900000.0,3206.0,0.0,,1900.0,3206.0,50.0,223.42,,,152.5,,
3,1900000.0,3206.0,0.0,,1900.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
2,647000.0,3206.0,1.0,,,3206.0,50.0,223.42,,,152.5,,
2,647000.0,3206.0,1.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,2100000.0,3206.0,1.0,123.0,1900.0,3206.0,50.0,223.42,,,152.5,,
3,2100000.0,3206.0,1.0,123.0,1900.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,2000000.0,3206.0,1.0,131.0,1890.0,3206.0,50.0,223.42,,,152.5,,
3,2000000.0,3206.0,1.0,131.0,1890.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
1,442500.0,3206.0,0.0,34.0,1970.0,3206.0,50.0,223.42,,,152.5,,
1,442500.0,3206.0,0.0,34.0,1970.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
2,1340000.0,3206.0,0.0,,,3206.0,50.0,223.42,,,152.5,,
2,1340000.0,3206.0,0.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,1801000.0,3206.0,1.0,,,3206.0,50.0,223.42,,,152.5,,
3,1801000.0,3206.0,1.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,1532000.0,3206.0,1.0,,,3206.0,50.0,223.42,,,152.5,,
3,1532000.0,3206.0,1.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
4,2140000.0,3206.0,1.0,145.0,1880.0,3206.0,50.0,223.42,,,152.5,,
4,2140000.0,3206.0,1.0,145.0,1880.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
2,1750000.0,3206.0,1.0,,,3206.0,50.0,223.42,,,152.5,,
2,1750000.0,3206.0,1.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
2,980000.0,3206.0,0.0,68.0,1890.0,3206.0,50.0,223.42,,,152.5,,
2,980000.0,3206.0,0.0,68.0,1890.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,2030000.0,3206.0,0.0,,,3206.0,50.0,223.42,,,152.5,,
3,2030000.0,3206.0,0.0,,,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
3,1740000.0,3206.0,2.0,134.0,1890.0,3206.0,50.0,223.42,,,152.5,,
3,1740000.0,3206.0,2.0,134.0,1890.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
1,985000.0,3206.0,0.0,54.0,1900.0,3206.0,50.0,223.42,,,152.5,,
1,985000.0,3206.0,0.0,54.0,1900.0,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
4,2000000.0,3078.0,4.0,263.0,1930.0,3078.0,38.0,108.26315789473684,,,74.5,,
4,2000000.0,3078.0,4.0,263.0,1930.0,3078.0,36.0,114.30555555555556,605.0,2233.875,82.0,395.0,1850.0
3,1110000.0,3078.0,2.0,,2013.0,3078.0,38.0,108.26315789473684,,,74.5,,
